"Rule","Section","Conditions","Match Type","Actions","Comments"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar1","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar2","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar3","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar4","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar5","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar6","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar7","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar8","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar9","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar10","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar11","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar12","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar16","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar18","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar19","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar20","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar21","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar22","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar23","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar24","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar25","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar26","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar27","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
"4","Global - Clear Collision eVars 1-50","if user_server notequals any of (shop.coles.com.au, wcsprdext.cmltd.net.au, wcssitext.coles.com.au, wcssitext.cmltd.net.au, wcssitint.cmltd.net.au, wcssvt.coles.com.au, wcssvtext.cmltd.net.au, wcssvtint.cmltd.net.au, wcssvtsc.cmltd.net.au, colesgroupprofile.com.au, www.colesgroupprofile.com.au, auth.colesgroupprofile.com.au, id.colesgroupprofile.com.au) AND if contextdata.a.appid notstartswith any of (Coles 3, Shopmate 3, Coles 4, Coles 5, Coles 6, ColesiOS, Coles Debug, ColesExpress, Coles Express) AND if evar22 notequals any of (Swiftshop, Coles.com.au, Coles App, Coles App Web View, Coles Express App Web View, Coles Central Profile, Coles Web, Coles Best Buys, Coles For Business, CUSP)","All","delete value of evar28","[2022-11-09] Joris de Beer Updated a.appId rules for Coles 6+"
